id,type,document_type,last_modified_date,highlighted_content,withdrawn,agency_id,title,object_id,posted_date,links_self
VA-2020-VHA-0024-2798,comments,Public Submission,2020-11-19T13:36:39Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f04,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2798
VA-2020-VHA-0024-2799,comments,Public Submission,2020-11-19T13:36:40Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f05,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2799
VA-2020-VHA-0024-2800,comments,Public Submission,2020-11-19T13:36:40Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f06,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2800
VA-2020-VHA-0024-2801,comments,Public Submission,2020-11-19T13:36:40Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bbd,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2801
VA-2020-VHA-0024-2802,comments,Public Submission,2020-11-19T13:36:41Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bbe,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2802
VA-2020-VHA-0024-2803,comments,Public Submission,2020-11-19T13:36:41Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bbf,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2803
VA-2020-VHA-0024-2804,comments,Public Submission,2020-11-19T13:36:41Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bc5,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2804
VA-2020-VHA-0024-2805,comments,Public Submission,2020-11-19T13:36:42Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bc6,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2805
VA-2020-VHA-0024-2806,comments,Public Submission,2020-11-19T13:36:42Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f07,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2806
VA-2020-VHA-0024-2807,comments,Public Submission,2020-11-19T13:36:43Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bc7,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2807
VA-2020-VHA-0024-2808,comments,Public Submission,2020-11-19T13:36:43Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bc8,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2808
VA-2020-VHA-0024-2809,comments,Public Submission,2020-11-19T13:36:43Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f08,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2809
VA-2020-VHA-0024-2810,comments,Public Submission,2020-11-19T13:36:44Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f09,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2810
VA-2020-VHA-0024-2811,comments,Public Submission,2020-11-19T13:36:44Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f0a,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2811
VA-2020-VHA-0024-2812,comments,Public Submission,2020-11-19T13:36:45Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bc9,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2812
VA-2020-VHA-0024-2813,comments,Public Submission,2020-11-19T13:36:45Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bca,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2813
VA-2020-VHA-0024-2814,comments,Public Submission,2020-11-19T13:36:45Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f12,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2814
VA-2020-VHA-0024-2815,comments,Public Submission,2020-11-19T13:36:46Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bcb,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2815
VA-2020-VHA-0024-2816,comments,Public Submission,2020-11-19T13:36:46Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bcc,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2816
VA-2020-VHA-0024-2817,comments,Public Submission,2020-11-19T13:36:47Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f14,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2817
VA-2020-VHA-0024-2818,comments,Public Submission,2020-11-19T13:36:47Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f15,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2818
VA-2020-VHA-0024-2819,comments,Public Submission,2020-11-19T13:36:47Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bd6,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2819
VA-2020-VHA-0024-2820,comments,Public Submission,2020-11-19T13:36:48Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bd8,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2820
VA-2020-VHA-0024-2821,comments,Public Submission,2020-11-19T13:36:48Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f17,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2821
VA-2020-VHA-0024-2822,comments,Public Submission,2020-11-19T13:36:49Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f18,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2822
VA-2020-VHA-0024-2823,comments,Public Submission,2020-11-19T13:36:49Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bda,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2823
VA-2020-VHA-0024-2824,comments,Public Submission,2020-11-19T13:36:49Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f1a,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2824
VA-2020-VHA-0024-2825,comments,Public Submission,2020-11-19T13:36:50Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bdc,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2825
VA-2020-VHA-0024-2826,comments,Public Submission,2020-11-19T13:36:50Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f35,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2826
VA-2020-VHA-0024-2827,comments,Public Submission,2020-11-19T13:36:51Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f3a,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2827
VA-2020-VHA-0024-2828,comments,Public Submission,2020-11-19T13:36:51Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f3b,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2828
VA-2020-VHA-0024-2829,comments,Public Submission,2020-11-19T13:36:52Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bf2,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2829
VA-2020-VHA-0024-2830,comments,Public Submission,2020-11-19T13:36:52Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bf1,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2830
VA-2020-VHA-0024-2831,comments,Public Submission,2020-11-19T13:36:53Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bf3,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2831
VA-2020-VHA-0024-2832,comments,Public Submission,2020-11-19T13:36:53Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f3c,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2832
VA-2020-VHA-0024-2833,comments,Public Submission,2020-11-19T13:36:53Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967da1,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2833
VA-2020-VHA-0024-2834,comments,Public Submission,2020-11-19T13:36:54Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bf4,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2834
VA-2020-VHA-0024-2835,comments,Public Submission,2020-11-19T13:36:54Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967bf5,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2835
VA-2020-VHA-0024-2836,comments,Public Submission,2020-11-19T13:36:55Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f42,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2836
VA-2020-VHA-0024-2837,comments,Public Submission,2020-11-19T13:36:55Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967c21,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2837
VA-2020-VHA-0024-2838,comments,Public Submission,2020-11-19T13:36:55Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967c22,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2838
VA-2020-VHA-0024-2839,comments,Public Submission,2020-11-19T13:36:56Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967c23,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2839
VA-2020-VHA-0024-2840,comments,Public Submission,2020-11-19T13:36:56Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f44,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2840
VA-2020-VHA-0024-2841,comments,Public Submission,2020-11-19T13:36:57Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967c24,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2841
VA-2020-VHA-0024-2842,comments,Public Submission,2020-11-19T13:36:57Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967c25,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2842
VA-2020-VHA-0024-2843,comments,Public Submission,2020-11-19T13:36:57Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967c26,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2843
VA-2020-VHA-0024-2844,comments,Public Submission,2020-11-19T13:36:58Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f46,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2844
VA-2020-VHA-0024-2845,comments,Public Submission,2020-11-19T13:36:59Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967c29,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2845
VA-2020-VHA-0024-2846,comments,Public Submission,2020-11-19T13:36:59Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967c2a,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2846
VA-2020-VHA-0024-2847,comments,Public Submission,2020-11-19T13:37:00Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f47,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2847
VA-2020-VHA-0024-2848,comments,Public Submission,2020-11-19T13:37:00Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f48,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2848
VA-2020-VHA-0024-2849,comments,Public Submission,2020-11-19T13:37:00Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f5b,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2849
VA-2020-VHA-0024-2850,comments,Public Submission,2020-11-19T13:37:01Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f49,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2850
VA-2020-VHA-0024-2851,comments,Public Submission,2020-11-19T13:37:01Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f5e,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2851
VA-2020-VHA-0024-2852,comments,Public Submission,2020-11-19T13:37:02Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967c52,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2852
VA-2020-VHA-0024-2853,comments,Public Submission,2020-11-19T13:37:02Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f5f,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2853
VA-2020-VHA-0024-2854,comments,Public Submission,2020-11-19T13:37:03Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f60,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2854
VA-2020-VHA-0024-2855,comments,Public Submission,2020-11-19T13:37:03Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f61,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2855
VA-2020-VHA-0024-2856,comments,Public Submission,2020-11-19T13:37:03Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f62,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2856
VA-2020-VHA-0024-2857,comments,Public Submission,2020-11-19T13:37:04Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967f63,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2857
VA-2020-VHA-0024-2858,comments,Public Submission,2020-11-19T13:37:04Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967c54,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2858
VA-2020-VHA-0024-2859,comments,Public Submission,2020-11-19T13:37:05Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967c55,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2859
VA-2020-VHA-0024-2860,comments,Public Submission,2020-11-19T13:37:05Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484968113,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2860
VA-2020-VHA-0024-2861,comments,Public Submission,2020-11-19T13:37:06Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484968116,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2861
VA-2020-VHA-0024-2862,comments,Public Submission,2020-11-19T13:37:06Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967c5a,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2862
VA-2020-VHA-0024-2863,comments,Public Submission,2020-11-19T13:37:07Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484968118,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2863
VA-2020-VHA-0024-2864,comments,Public Submission,2020-11-19T13:37:07Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484968119,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2864
VA-2020-VHA-0024-2865,comments,Public Submission,2020-11-19T13:37:08Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648496811a,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2865
VA-2020-VHA-0024-2866,comments,Public Submission,2020-11-19T13:37:08Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484968123,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2866
VA-2020-VHA-0024-2867,comments,Public Submission,2020-11-19T13:37:09Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648496811b,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2867
VA-2020-VHA-0024-2868,comments,Public Submission,2020-11-19T13:37:09Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484968126,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2868
VA-2020-VHA-0024-2869,comments,Public Submission,2020-11-19T13:37:10Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484968128,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2869
VA-2020-VHA-0024-2870,comments,Public Submission,2020-11-19T13:37:10Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648496811c,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2870
VA-2020-VHA-0024-2871,comments,Public Submission,2020-11-19T13:37:11Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484968129,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2871
VA-2020-VHA-0024-2872,comments,Public Submission,2020-11-19T13:37:11Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967fbb,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2872
VA-2020-VHA-0024-2873,comments,Public Submission,2020-11-19T13:37:11Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967fbc,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2873
VA-2020-VHA-0024-2874,comments,Public Submission,2020-11-19T13:37:12Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967fbd,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2874
VA-2020-VHA-0024-2875,comments,Public Submission,2020-11-19T13:37:12Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967fbe,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2875
VA-2020-VHA-0024-2876,comments,Public Submission,2020-11-19T13:37:13Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967fbf,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2876
VA-2020-VHA-0024-2877,comments,Public Submission,2020-11-19T13:37:13Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648496812a,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2877
VA-2020-VHA-0024-2878,comments,Public Submission,2020-11-19T13:37:14Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967fc1,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2878
VA-2020-VHA-0024-2879,comments,Public Submission,2020-11-19T13:37:14Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648496812c,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2879
VA-2020-VHA-0024-2880,comments,Public Submission,2020-11-19T13:37:14Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,09000064849681e9,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2880
VA-2020-VHA-0024-2881,comments,Public Submission,2020-11-19T13:37:15Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,09000064849681ea,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2881
VA-2020-VHA-0024-2882,comments,Public Submission,2020-11-19T13:37:15Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967fc3,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2882
VA-2020-VHA-0024-2883,comments,Public Submission,2020-11-19T13:37:16Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,09000064849681ec,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2883
VA-2020-VHA-0024-2884,comments,Public Submission,2020-11-19T13:37:16Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,09000064849681ed,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2884
VA-2020-VHA-0024-2885,comments,Public Submission,2020-11-19T13:37:17Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967fc4,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2885
VA-2020-VHA-0024-2886,comments,Public Submission,2020-11-19T13:37:17Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,09000064849681ef,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2886
VA-2020-VHA-0024-2887,comments,Public Submission,2020-11-19T13:37:17Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,09000064849681f0,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2887
VA-2020-VHA-0024-2888,comments,Public Submission,2020-11-19T13:37:18Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,09000064849681f1,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2888
VA-2020-VHA-0024-2889,comments,Public Submission,2020-11-19T13:37:18Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967ff6,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2889
VA-2020-VHA-0024-2890,comments,Public Submission,2020-11-19T13:37:18Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967ff7,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2890
VA-2020-VHA-0024-2891,comments,Public Submission,2020-11-19T13:37:19Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,09000064849681f2,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2891
VA-2020-VHA-0024-2892,comments,Public Submission,2020-11-19T13:37:19Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967ff8,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2892
VA-2020-VHA-0024-2893,comments,Public Submission,2020-11-19T13:37:20Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967ff9,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2893
VA-2020-VHA-0024-2894,comments,Public Submission,2020-11-19T13:37:20Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484968223,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2894
VA-2020-VHA-0024-2895,comments,Public Submission,2020-11-19T13:37:20Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967ffb,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2895
VA-2020-VHA-0024-2896,comments,Public Submission,2020-11-19T13:37:21Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967ffc,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2896
VA-2020-VHA-0024-2897,comments,Public Submission,2020-11-19T13:37:21Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484968228,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2897
VA-2020-VHA-0024-2898,comments,Public Submission,2020-11-19T13:37:22Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967ffd,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2898
VA-2020-VHA-0024-2899,comments,Public Submission,2020-11-19T13:37:22Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648496822a,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2899
VA-2020-VHA-0024-2900,comments,Public Submission,2020-11-19T13:37:23Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484967ffe,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2900
VA-2020-VHA-0024-2901,comments,Public Submission,2020-11-19T13:37:23Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484968074,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2901
VA-2020-VHA-0024-2902,comments,Public Submission,2020-11-19T13:37:23Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,0900006484968076,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2902
VA-2020-VHA-0024-2903,comments,Public Submission,2020-11-19T13:37:24Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648496822b,2020-11-19T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2903
VA-2020-VHA-0024-2904,comments,Public Submission,2020-11-20T13:50:27Z,,FALSE,VA,Comment on AQ94-Interim Final Rule-Comment Submission,090000648496acf5,2020-11-20T05:00:00Z,https://api.regulations.gov/v4/comments/VA-2020-VHA-0024-2904
